MUV-466,MUV-548,MUV-600,MUV-644,MUV-652,MUV-689,MUV-692,MUV-712,MUV-713,MUV-733,MUV-737,MUV-810,MUV-832,MUV-846,MUV-852,MUV-858,MUV-859,mol_id,smiles
,,,,,0.0,,,,,,,,,,,,CID2888217,O=C1N=C2Nc3ccccc3SC(c3ccccc3)=C2C(c2ccc(O)cc2)N1
0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,CID664309,CC(C)Nc1oc(Cc2cccc3ccccc23)nc1C#N
,,,,,,,,,0.0,,,,,,,,CID271643,O=C(O)c1cc2cc(Cl)ccc2oc1=O
,0.0,,,,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,CID768864,COc1ccc(OC)c(S(=O)(=O)Nc2ccccc2C)c1
,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,CID768866,CCc1ccc(NS(=O)(=O)c2cc(OC)ccc2OC)cc1
,,,,0.0,,,,,,,,,,,,,CID651467,CCn1nnc(-c2ccccc2NC(=O)c2ccc(-n3cnnn3)cc2)n1
,,,,,,0.0,0.0,,,,0.0,,,,,,CID2266479,CCc1c(C)n([O-])c2c([n+]1=O)CCC2
0.0,,,,,0.0,,,,,,,,,,0.0,,CID5307868,Cc1ccc(C)c(C(=O)N(Cc2nc(-c3ccc(Cl)cc3)no2)C(C)C)c1
,,,,0.0,,,,0.0,,,,,,,,0.0,CID645669,O=C(CSc1nc(-c2ccncc2)nn1CC(=O)N1CCCCC1)NC1CCCC1
,,,,,,,,,,,,,,0.0,,,CID1008070,CCOc1cc(C(=O)Nc2ccccc2F)cc(Br)c1OCC
,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,CID1092930,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(OCC(=O)OC)c(C)c2)CC1
0.0,,0.0,,,,,,0.0,,,0.0,,0.0,,,0.0,CID2999864,O=C(CCOc1ccccc1)NCC(c1ccco1)N1CCCCC1
0.0,,,,,,,,,,,,,,,0.0,0.0,CID3244627,Cc1ccc(S(=O)(=O)c2c(C)nn(C(C)(C)C)c2OC(=O)c2ccc(Br)o2)cc1
,,,0.0,,,,,,,,,0.0,,,,,CID3236141,COCCCNC=C1C(=O)CC(C)(C)CC1=O
,,,,,0.0,,,,,,,,,,,,CID2148437,CCCC(=O)Nc1cc(=O)n(C)c(=O)n1C
,,,,,,,,,,,0.0,,,,,,CID3200458,CCOc1ccc2[nH]c(=O)c(CN(CCO)Cc3nnnn3CCc3ccccc3)cc2c1
,,,0.0,,,,,,,,,,,,0.0,,CID1897249,COC(=O)/C(C(C)=O)=C(\C=C\C=C\N(C)C)N(C)C
,,,,,0.0,,,,,,,,,,,,CID1521908,Cc1ccsc1/C=C1\SC(=S)N(CC(C)C)C1=O
,,,,,0.0,,,,,,,,,,,,CID9551809,CC1Cc2cc(/C(O)=C3/C(=O)C(=O)N(CCCn4ccnc4)C3c3ccncc3)ccc2O1
,0.0,,,,,,,,,,,,0.0,,,,CID3239498,CCOc1nc(NCCc2ccc(OC)c(OC)c2)nc(NC(C)(C)CO)n1
,,,,,0.0,,0.0,,0.0,,,,,,,,CID3242059,CCOC(=O)c1ccc(NC2c3ncccc3C(=O)N2Cc2ccc(F)cc2)cc1
,,,,,,,0.0,,,,,,,,,,CID5307127,COc1ccc(NC(=O)CN(C)S(=O)(=O)c2cccc3cccnc23)cc1
,,,,,,,,,,,,,0.0,,,,CID1345435,CCC(=O)NC(=S)Nc1ccc2oc(-c3ccc(OC)cc3)nc2c1
,,,,,,0.0,,,0.0,,,0.0,,,,,CID2829241,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1cccc(F)c1
,,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,,CID2156188,CCOc1ccc(-n2c(SCC(N)=O)nc3c([nH]c4ccccc43)c2=O)cc1
,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,0.0,0.0,CID2998394,O=C(CSc1nc(C2CCCCC2)n(-c2ccccc2)n1)NCCN1C(=O)CSC1=O
0.0,,,,,,,,,,,,,0.0,,,,CID5309646,COC(=O)c1cccnc1-n1c(=O)c2cccnc2n(Cc2cccc(OC)c2)c1=O
,,,,,0.0,,,,,,,,,,,,CID794136,O=C(COc1ccc2ccccc2c1)c1ccccc1
,,,,,,,,,,,,0.0,,,,,CID4150047,COc1cc(C2NC(=O)NC3=C2C(=O)CC(C)(C)C3)cc(OC)c1OC
,,,,,,,,0.0,,,,,,,0.0,,CID5308283,CCCS(=O)(=O)N1CCn2c(nc3ccccc32)C1
,,,,,,,0.0,,,,,0.0,,,0.0,0.0,CID2997886,O=C(CN1C(=O)NC(Cc2ccccc2)C1=O)NC(=O)NC1CCCCC1
,,0.0,,,,,0.0,0.0,,,,0.0,,,0.0,,CID644604,CCOc1ccc2[nH]c(=O)c(CN(C(=O)N3CCOCC3)C3CC3)cc2c1
,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,CID655924,COc1ccc(-c2cc(C(=O)NC(C(=O)O)C(C)C)c(C)o2)cc1OC
,,,,,,,,,,,,,0.0,,,,CID3512895,C=CCSc1nnc(CNC(=O)c2ccccc2C)n1C(C)C
,,,,,,,,,,,,,0.0,,,,CID885318,CC1=CC(=NOC(=O)/C=C/c2ccccc2)C=C(C)C1=O
,,,,,,,,,,,,,0.0,0.0,,,CID1855936,O=C(NC(=S)Nc1ccccc1N1CCOCC1)c1sc2ccccc2c1Cl
,,,,,,,,0.0,,,,0.0,,,,,CID653520,Fc1ccc2c(Cl)c(-c3nnc(-c4cccs4)o3)sc2c1
,,,,,,,,,,,0.0,,,,,,CID1387083,CCc1nnc(NC(=O)c2cccnc2)s1
,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,,0.0,CID1974879,Cc1ccc(-c2nn3c(C)nnc3s2)cc1NCc1c(F)cccc1Cl
,,,,,,0.0,,,,,0.0,,,,0.0,0.0,CID980323,O=C(Nc1nccs1)c1ccc(CSc2nnnn2-c2ccccc2)cc1
0.0,,,,,,,,,,,,,,0.0,,,CID708529,O=C1CCCc2c1[nH]c1ccc(Br)cc21
,,,,,,,,,,,0.0,,,,,,CID2878225,CC(C)OC(=O)C1C(=O)CC(C)(O)C(C(=O)OC(C)C)C1c1ccc(F)cc1
,,,0.0,0.0,,,,0.0,,,,,,,,,CID3237721,COc1ccc(CCNC(=O)CC(NS(=O)(=O)c2ccc(NC(C)=O)cc2)C(C)C)cc1OC
,,,,0.0,,,,0.0,,,0.0,,,,,,CID2059696,Cc1nnc(SCC(=O)Nc2nsc(-c3ccccc3)n2)s1
,,,,0.0,,,,,,,,,,,,,CID3244465,CSCCC(NS(=O)(=O)c1cccs1)C(=O)NCc1cccs1
,,,,,,,,,,0.0,,,,0.0,,,CID1987855,NCCNC1=NS(=O)(=O)c2ccccc21
,,,,0.0,,,,,,,,,,,,,CID648860,CC1CCCCC1NC(=O)CCCc1nc(=O)c2ccccc2[nH]1
0.0,,0.0,,,,,,,,,,0.0,,,,,CID1313631,COc1ccc(-c2noc(-c3cc(Cl)ccc3Cl)n2)cc1OC
,,0.0,,,,,,,,,,0.0,,,,,CID5307376,COc1ccc(-c2nc(CSCC(=O)N3CCN(c4cccc(C)c4)C(C)C3)c(C)o2)cc1OC
,,,,,,,,,0.0,,,,0.0,,,,CID2570075,O=C(COC(=O)c1cc(-c2ccc(Cl)s2)nc2ccccc12)NCc1ccco1
0.0,,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,CID2089189,O=C1c2ccccc2C(=O)N1CCCCn1c(=O)oc2ccccc21
,,,,,0.0,,,,,,0.0,,,,,,CID1206494,CCC(=O)n1nc(-c2ccccc2)nc1SCC(=O)Nc1ccc(C)cc1
,,,,,,,,,,,0.0,,,,,,CID702855,Fc1ccc(-c2nc3ccncc3[nH]2)cc1
0.0,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,CID3237913,O=C(NCCCN1CCN(c2ccc(F)cc2)CC1)c1cccc(N2CCCC2=O)c1
,,,,,,,,,,,,,,0.0,,,CID848802,CC(=O)Oc1ccc2c(C)cc(=O)oc2c1C(=O)c1ccccc1
,,,,,,,,,0.0,,0.0,,,,,,CID3167772,CCOC(=O)c1c(NC(=O)CSc2nnc(-c3ccncc3)n2Cc2ccco2)sc(C)c1C
,,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,CID806569,COc1ccc(-c2csc(NC(C)=O)n2)cc1OC
,0.0,,,,,,,,,,,,,,0.0,,CID666375,N#Cc1cc2c(=O)n3ccccc3nc2n(CCCN2CCOCC2)c1=O
,,0.0,0.0,,,,,,,0.0,,,,,0.0,,CID666374,COc1ccc(N(Cc2cc3cc(OC)ccc3[nH]c2=O)S(C)(=O)=O)cc1
,,,,,,,,,,0.0,,,,,,,CID666371,COc1ccccc1NC(=O)c1sc2nc(-c3ccco3)ccc2c1N
,,,,,0.0,,,,,,,,,,,,CID823858,Cc1cc(C)cc(OCC(=O)Nc2ccc3c4c(cccc24)CC3)c1
,,,,,0.0,,,,0.0,,,,0.0,0.0,,,CID1279895,O=c1c2c(-c3cccs3)csc2ncn1-n1cccc1
,,,,,,,,,0.0,,,,,,,,CID597891,CC1(C)OC(=O)N(c2ccccc2)C12C=Cc1c(ccc3ccccc13)O2
0.0,,,,0.0,,,,,,,,,,,,,CID3238820,COc1cccc(-c2cc(C(F)(F)F)nc(-n3cncn3)n2)c1
,0.0,,,,,,,,,,,,,,,0.0,CID715178,Cn1c(CNc2ccc(Cl)cc2)nc2ccccc21
,,,,,0.0,,,,,,,,,,,,CID3133091,COc1ccc(N(CC(O)CN2C(=O)NC(C)(C)C2=O)S(=O)(=O)c2ccc(C)cc2)cc1
0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,CID2412841,Cc1noc(C)c1COC(=O)CCCc1c[nH]c2ccccc12
,,,,,,,,0.0,,,,,,,,,CID1073207,COc1ccc(-n2nnnc2SCC(=O)c2ccc3c(c2)OCCO3)cc1
,0.0,,0.0,,,,0.0,,,,,,,0.0,,,CID5739681,C/C(=C\C(=O)c1ccc(C)o1)Nc1ccc(C(=O)O)cc1C
,,,,,,,,,0.0,,,,,,,,CID3262536,COc1cc(C(=O)Nc2nc3ccc4nc(C)sc4c3s2)cc(OC)c1OC
,,,,,,,,,,,,,,0.0,,,CID2402200,CC(C)N(C(=O)COC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1
,,,,,0.0,0.0,,,,,,,,,,0.0,CID3242792,O=C1C2CCCN2C(c2ccc(F)cc2)N1c1nccs1
0.0,,,,,,,,,,,0.0,,,,,,CID867014,COc1ccc(C)cc1NC(=O)c1[nH]c(C)c(C(C)=O)c1C
,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,,CID660847,CCOC(=O)Cc1[nH]nc2c1C(C1C=CCCC1)C(C#N)=C(N)O2
0.0,,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,CID659213,O=C(c1coc(=O)c(Br)c1)N1CCCc2ccccc21
,,,0.0,,,,,,,,,,,,,,CID3335216,COC(=O)c1cc(=O)nc2scc(C)n12
,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,CID2999059,O=C(CSc1nc2ccccc2c(=O)n1Cc1ccco1)N1CCN(c2ccccc2)CC1
0.0,,,,,,,,,,,,,,,0.0,0.0,CID2941283,CN(C)c1ccc(C2OC(=O)C3(CCCC3)C(=O)C2(C)C)cc1
,,,,,,,,,,,,,0.0,,,,CID2343710,COc1ccccc1CNC(=O)CSC1=NCCS1
,,0.0,,,,,,,,,,,,,0.0,,CID3242782,CCn1cc(C(=O)NCc2ccco2)c2cc(OC)c(OC)cc2c1=O
,0.0,,,,,,,,,,,0.0,,,,,CID3236322,O=C(NC1CCCC1)c1cnc2n(c1=O)CCS2
0.0,,,,,,,,,,,0.0,,,,,0.0,CID660946,CCOc1ccc(Br)cc1CC(=O)O
0.0,,0.0,,,,,,,,,,0.0,,,,,CID3243317,COc1cccc(N2CCN(C(=O)c3ccc(N4C(=O)NC5CC4(C)Oc4ccccc45)cc3)CC2)c1
,,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,CID2968841,CS(=O)(=O)N(CC(=O)NCCSC1CCCCC1)c1ccc2c(c1)OCO2
,,,,0.0,,0.0,,,0.0,,,,,,,,CID3236931,Cn1cc(SCC(=O)Nc2nc3ccccc3s2)c2ccccc21
,,,,,0.0,,,,,,,,,,,,CID1107850,COc1ccc(NC(=O)c2ccc(N(C)S(=O)(=O)c3ccccc3)cc2)cc1OC
0.0,,,,,,,,,,,0.0,,,,,0.0,CID665893,CCCCn1c(CN(Cc2ccccc2)Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
,,,,,,,,,,,,,0.0,,,,CID3280153,O=C(O)c1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1
,,,,,,,,,,0.0,,,,,,,CID9550122,Cc1nc2c(-c3ccccc3)c(C)nn2c(C)c1CCC(=O)NC(C)CCc1ccco1
,,0.0,,0.0,0.0,,,,,,,,,,,,CID3245392,Cc1nc2ccc(S(=O)(=O)NCC(=O)N3CCN(c4ccccn4)CC3)cc2s1
,,,,,,,,,,0.0,0.0,,,,,,CID2549551,N#Cc1c(NC(=O)CSc2nnc(-c3ccco3)n2-c2ccccc2)sc2c1CCC2
,,,,,0.0,,,,,,,,,,,,CID6544462,COc1ccccc1-c1n[nH]c2c1C(C)CCC2C(C)C
,,,,,0.0,,,,,,,,0.0,0.0,,,CID1043143,Cc1ccc2nc(NC(=O)COC(=O)CSc3nc(C)cc(C)n3)sc2c1
,,,,,,,,,,,,,0.0,0.0,,,CID897141,CCn1cc(CNC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)cn1
0.0,,,,,0.0,,,,,,,,,,,,CID3239181,CCOc1ccc(C(=O)Nc2cccc(-c3nc4cccnc4o3)c2)cc1Cl
,,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,CID3239187,Cn1ccnc1SCC(=O)Nc1ccc2nc(SCC(=O)NC3CC3)sc2c1
,,,,,,,,,,,,,,0.0,,,CID2569039,Cc1ccc(-c2sc(-c3ccccc3)nc2CC(=O)Nc2ccccc2F)cc1
,,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,,CID3241269,Cc1ccc(C)c(N2CCN(S(=O)(=O)c3ccc4[nH]c(=O)c(=O)[nH]c4c3)CC2)c1
,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,CID2432784,O=C(COC(=O)c1cccs1)NCc1ccc2c(c1)OCO2
,,,,,,,,,,,,,,0.0,,,CID712919,O=C(O)/C=C/c1ccc2ccccc2n1
,,,,,,,,,,,,,0.0,,,,CID901296,Nc1cccnc1Sc1cccc(Cl)c1
,,,,,,,,0.0,,0.0,,,,,,,CID2083052,O=C(Cn1[nH]c(=O)c2ccccc2c1=O)NC1CCCCCC1
,,,,,,,,,0.0,,,,,,,,CID3238015,O=C(O)C1C2CCC(O2)C1C(=O)NCCC1=CCCCC1
,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,CID2921876,COc1ccc2c(c1)C1(Nc3ccccc3C(=O)N1c1ccccc1)C(=O)N2
,,,,,,,,,0.0,,,,0.0,,,,CID911126,CC(=C/C(=O)O)/C=C/c1ccc(Cl)o1
,,,,,,,,,,,,,0.0,,,,CID2862536,COc1ccc(NC(=O)C(Sc2ccccc2)c2ccccc2)c(OC)c1
,,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,CID2186745,CCOc1ccccc1N/C=C/C(=O)C(C)(C)C
,,,0.0,,,,,,,,,,,,,0.0,CID756684,c1csc(CNc2ncnc3nc[nH]c23)c1
,0.0,,,,,,,,,,,,,,,,CID3237442,O=C(NCCN1CCN(c2ccccc2)CC1)C1CCN(S(=O)(=O)c2cccc3nonc23)CC1
,,,,,0.0,,,,,,0.0,,,,,,CID1653621,CCCOc1ccc(CSc2nc3ccccc3[nH]2)cc1
,,,,,,,,,,,,,,0.0,,,CID1729061,CCCCNS(=O)(=O)c1ccc(OC)c(C)c1
,,,0.0,,,,,,,,,,0.0,,,0.0,CID310128,COc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1
,,,,,,,,0.0,,,,,,,,,CID2947156,O=S(=O)(NC1CC2CCC1C2)c1ccc(Br)s1
,,,,0.0,,0.0,0.0,,,,0.0,0.0,,,,0.0,CID2883761,CC(NC1=NS(=O)(=O)c2ccccc21)c1ccccc1
0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,0.0,CID2192345,CCOc1ccc(-c2nc(C#N)c(N3CCN(Cc4ccccc4)CC3)o2)cc1
,,,,,,,,,,,,,0.0,,,,CID1947246,N#CN/C(=N/c1cccc(F)c1)SCc1ccccc1F
0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,CID866661,COc1ccc(NC(=O)COc2nsnc2N2CCCCC2)cc1
0.0,,0.0,,,,,0.0,,,,,,,,,0.0,CID656249,CCOc1ccccc1CN(Cc1ccco1)S(=O)(=O)c1ccc(-n2cnnn2)c(OC)c1
,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,,CID3242026,Cc1cc(C)cc(NC(=O)CCn2ccnc2C)c1
,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,CID3242025,O=C(c1c[nH]c(=O)n(-c2ccccc2)c1=O)N1CCc2ccccc21
0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,0.0,CID3242024,Cc1cc(NC(=O)c2cc(-c3ccco3)on2)nn1Cc1ccc(Cl)cc1
,,0.0,,,0.0,,,,,,,0.0,,,,,CID654225,COc1ccc(-c2noc(CSc3ccccc3)n2)cc1OC
,,,,,,,,0.0,,0.0,,,,,,,CID766979,COC(=O)c1ccc(Cc2ccccc2)o1
,,,,,,,,,,,,,,0.0,,,CID2925049,COC(=O)C(C(=O)NCC1CCCO1)C1CCCC1
,,,,,,,,,,,,,,0.0,,,CID841328,CC(C)c1ccc(/C=N/NC(=O)c2ccc(Cn3cccn3)o2)cc1
,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,CID3238201,Cc1ncoc1C(=O)Nc1ccc2c(c1)OCCO2
,0.0,,,,,,,0.0,,,0.0,,,0.0,0.0,,CID1118796,Cc1cc(C)nc(SCC(=O)Oc2ccc3oc(=O)cc(C)c3c2)n1
,,,,,,,,,,,,,0.0,,,,CID16192565,CC1=NN(c2ccccc2)C(=O)/C1=C/NN1C(=O)c2cccc3cccc(c23)C1=O
,,,,0.0,,,,,0.0,,,0.0,,,,,CID3239618,CCOC(=O)CCCCC(=O)c1[nH]c(=O)[nH]c1CSc1nc2ccccc2[nH]1
,,0.0,0.0,0.0,,,,,,0.0,,,,,,,CID2999117,O=C(COC(=O)Cc1cn2ccsc2n1)NCc1ccc2c(c1)OCO2
,,,,,0.0,,,,,,,,,,,,CID5344804,Cc1cccc(C(=O)O/N=C(\N)Cc2cccc3ccccc23)c1
,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,CID2079291,Cc1cc(OC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)cc(=O)o1
,,,,,,,,,,,0.0,,,,0.0,0.0,CID680765,Brc1cccc(-c2nnc3n2CCC3)c1
,,,,,,,,0.0,,,0.0,0.0,,,,,CID2961131,COc1ccc(OCCNC(=O)c2ccccc2OCC(=O)N2CCCCC2)cc1
0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,,CID2921692,Cc1cccc(C2Nc3ccccc3C(=O)N2c2ccccc2)n1
,,,0.0,,,,,,,,0.0,,,,,,CID2056379,N#Cc1c2n(c3c(=O)nc[nH]c13)CCCC2
,,,,,0.0,,,,,,,,,,,,CID1231567,COC(=O)c1ccc(/N=C2\S/C(=C\c3cc(C)n(-c4cccnc4)c3C)C(=O)N2C)cc1
,,,,,,,,,,,,,0.0,,,,CID3587825,N#Cc1cnc2c(/N=N/c3ccccc3Cl)c(N)nn2c1-c1ccccc1
,0.0,,0.0,,,,0.0,,,,0.0,0.0,,,,,CID5307757,CCCc1cc(C(=O)Nc2cccc(C(C)=O)c2)no1
0.0,,,,,,,,,,,,,,,,0.0,CID2216133,CC1(C)NC(=O)N(CCCOc2ccc(Br)cc2Cl)C1=O
,,,,,,0.0,,,,,,,,,0.0,,CID2133606,CN(Cc1ccccc1)S(=O)(=O)c1ccc2[nH]c(=O)oc2c1
0.0,,,,0.0,,0.0,,,0.0,,,,,,0.0,,CID974361,Cc1onc(-c2ccccc2)c1C(=O)Nc1cccc2nsnc12
,,,,,,,,,,,0.0,,,,,,CID9550238,CCCCN(C)CCNS(=O)(=O)c1ccc2c(c1)n(C)c(=O)c(=O)n2C
,,,,,,,,,,,,,0.0,,,,CID772666,COc1ccc(C(=O)N/N=C/c2ccc(SC)cc2)cc1
,,,0.0,,0.0,,,,,,,0.0,,,,,CID5389423,CCN(CC)CCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccccn1
,0.0,,,,0.0,,,,0.0,,,,,,,,CID5389422,O=C1C=CC=C/C1=C1\N=C(N2CCN(Cc3ccccc3)CC2)c2ccccc2N1
0.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,CID653402,O=C(CSCC(=O)NCc1ccco1)NCc1ccco1
,,,,,,,,,,,,,0.0,,,,CID684584,CCOC(=O)c1cnn(Cc2cccc(Cl)c2)c1C
,,,,,,,,,,,,,0.0,0.0,,,CID2105246,Cc1cc(C)n(-c2ccc(C(=O)Nc3cccc([N+](=O)[O-])c3)cc2)n1
,,,,,,,,,,,,,,0.0,,,CID4835628,c1ccc(N/N=C(/Cc2ncc[nH]2)c2ccccc2)cc1
,,,,,,,,,,,0.0,,,,,,CID2954491,CCC(C)c1ccc(NC(=S)Nc2ccc(OC)c(OC)c2)cc1
,,,0.0,,,,,,,,,0.0,,,,,CID2843583,O=C(Nc1cccc(F)c1)NC1CCCCC1
,,0.0,,0.0,,,,,,,,0.0,,,,,CID2999064,O=C(OCc1cccs1)c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2
,,,,,,,,0.0,,,,,,,,0.0,CID658923,CC(NC(=O)Nc1cccnc1)(C(F)(F)F)C(F)(F)F
,,,0.0,0.0,,,0.0,,,,,,,,,,CID654901,CCOC(=O)N1CCC2(CC1)C(C#N)=C(N)Oc1n[nH]c(CSc3ccc(C)cc3)c12
,,,,,,,,,0.0,,,,,,,,CID654204,CC(C)OC(=O)CSc1nnc(-c2ccc(Cl)cc2Cl)o1
,,,,,,,,,,,,0.0,,,,,CID5308392,Cc1cc(C(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)on1
,,,,,0.0,,,,,0.0,,,,,,,CID9550240,Cc1ccc(NC(=O)CCn2cccc2)cc1
,,,,,0.0,,,,,,,,,,,,CID712638,CCOc1ccc(NC(=O)c2cc3cc(OC)ccc3oc2=O)cc1
,,,,,0.0,,,,,,,,,,,,CID719780,Cc1ccc2ncnc(N(CC(C)C)CC(C)C)c2c1
,,0.0,,0.0,,,0.0,,,,,,,,,,CID660019,COC(=O)CC1(Cc2ccccc2)C(=O)NC(=O)NC1=O
,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,CID652088,CCCC(=O)Nc1cccc2c1CCCC2
,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,CID1276726,O=C(Nc1nc(-c2cccnc2)cs1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
,,,,,,,,,,0.0,,,,0.0,,,CID1381656,CCN(CC)S(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)N(CC)CC)cc2)cc1
,,,,,,,,,,,,,,0.0,,,CID809038,O=C(Cc1ccccc1)NN1C(=O)c2ccccc2C1=O
,,,,,,,,0.0,,,,,,,,0.0,CID3242451,Cn1c(=O)cc(OCC(=O)NC2CCCCC2)c2ccccc21
,,,,0.0,,,,,,,,0.0,,,,0.0,CID3239305,COc1nc2c(s1)C(=O)NCCC2
,,,,,0.0,,,,,,,0.0,,,0.0,,CID830797,CC1=C(C(=O)OC(C)C)C(C)C(C(=O)OC(C)C)=C(C)N1
0.0,,,,0.0,,,,,,,,,,,,,CID653595,O=C(CSc1nnc(-c2ccccn2)n1Cc1ccccc1)NC1CCCC1
,,,,,,,,,,,,,0.0,,,,CID2178291,COc1ccc(CN2C(=O)/C(=C/c3ccncc3)SC2=S)cc1
,,,,,,,,,,,,,,0.0,,,CID637760,O=C(/C=C/c1ccccc1)c1ccccc1
,,,,,,0.0,,,,,,,,,,,CID3240253,CCN(CCCNC(=O)c1cn(CC)c2ccc(S(=O)(=O)N(C)C)cc2c1=O)c1cccc(C)c1
,,,,,,,,,,,0.0,,,0.0,,,CID750145,Cc1cc(C)c(C#N)c(Nc2ccccc2)n1
,,,,,,,,,,,0.0,,,,,,CID5771484,COc1cc(C2=NC3=NC4=C(C(=O)CCC4)C(c4ccc(F)cc4)N3N2)cc(OC)c1OC
,,,,,,,,,,,,,0.0,,,,CID2254918,S=C(NCCN1CCOCC1)Nc1ccc(Br)cc1
,,0.0,,,,,,,,,,,,,,,CID665320,COc1ccc(C2C3C(=O)N(Cc4ccccc4)C(=O)C3ON2c2ccccc2)c(OC)c1OC
,,,,,,,,0.0,,0.0,,,,,0.0,,CID665327,CC(C)(C)C(=O)CSc1nc2ncc(Br)cc2[nH]1
0.0,0.0,,,0.0,,0.0,,,,,,,0.0,,,,CID665326,CC1(C)Cc2c(c(N3CCCCC3)[nH]c(=S)c2C#N)CS1
0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,,0.0,CID665325,CC1(C)Cc2c(sc3c2c(=N)n(Cc2ccco2)c(=O)n3CC(=O)Nc2ccc(Cl)cc2)CO1
,,0.0,,,,,0.0,,,,,,,,,,CID666189,Cn1c(CCNC(=O)c2ccco2)nc2cc(NC(=O)NC3CCCCC3)ccc21
,,,,,,,,,,,,,,0.0,,,CID1419478,O=C(Nc1ccc(F)cc1)Nc1nnc(COc2ccccc2F)s1
,,0.0,0.0,0.0,,,0.0,,,,,,,,,,CID3243469,CCN(CCCNC(=O)c1[nH]c(C)c(C(C)=O)c1C)c1ccccc1
,,,,,,,,,0.0,0.0,,,,0.0,0.0,,CID2570816,O=C(OCc1nc2ccccc2s1)C1CCN(C2=NS(=O)(=O)c3ccccc32)CC1
,,0.0,,,0.0,,0.0,,,,,,,,,,CID2999545,O=C(COC(=O)CSCC(=O)N1CCCCC1)NCc1ccc(F)cc1
,,,,,,,,0.0,,0.0,,,0.0,,,,CID780343,CCOc1ccc2c(=O)c(Oc3ccccc3)c(C)oc2c1
,,,0.0,0.0,,,,,,0.0,,0.0,,,,0.0,CID3240352,CCOC(=O)N1CCN(C(=O)c2ccc3c(=O)n(Cc4ccc(OC)cc4)c(=S)[nH]c3c2)CC1
,,,,,,,,0.0,,,,,,,,0.0,CID2980981,COc1ccc(NC(=O)c2ccco2)cc1NC(=O)c1c(F)c(F)c(OC)c(F)c1F
,,,,,,,,,,0.0,,,,,,,CID2102834,O=C(COC(=O)c1ccccc1OCc1ccccc1Cl)NC1CC1
,,,,,,,,,,,0.0,,,,,,CID6001349,CC1=Nc2ccc(C)cc2NC(C)=C1N=O
,,,,,0.0,,,0.0,,0.0,,,,,,,CID1190372,O=C(C1CCN(S(=O)(=O)c2cccs2)CC1)N1CCN(c2ccccc2)CC1
,,,,,,,0.0,,,,,,,,0.0,,CID2926550,CC(c1ccccc1)N1CNc2c(c(=O)n(C)c(=O)n2C)C1
,,,,,,,,,0.0,0.0,,,,0.0,,,CID2858297,COc1ccc(C(O)c2nccn2C)cc1
